FULL NAME,NICKNAME,GENDER,DATE OF BIRTH,PHONE NUMBER,PROGRAM SELECTED,BRANCH,CHECKLIST A,CHECKLIST B,CHECKLIST C,CHECKLIST D,CHECKLIST E,ADMISSION STATUS,KETERANGAN PENGUJI 1,KETERANGAN PENGUJI 2,KETERANGAN PENGUJI 3,
Participant 449,Participant 449,Wanita,28/07/1985,85000000449,Vocal - Singer,Solo,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 463,Participant 463,Wanita,25/05/1975,85000000463,Vocal - Singer,Madiun,Yes,No,Yes,Yes,Yes,No,,,,
Participant 470,Participant 470,Wanita,02/07/1977,85000000470,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 475,Participant 475,Wanita,05/10/2004,85000000475,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 479,Participant 479,Pria,06/10/1998,85000000479,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
participant 481,participant 481,Wanita,11/09/1989,85000000481,Vocal - Singer,Jakarta,Yes,No,Yes,Yes,Yes,Yes,,,,
Participant 484,Participant 484,Wanita,04/03/1985,85000000484,Vocal - Singer,Samarinda,Yes,Yes,Yes,No,No,Yes,,,,
Participant 489,Participant 489,Wanita,03/07/1993,85000000489,Vocal - Singer,Surabaya,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 491,Participant 491,Wanita,30/12/2002,85000000491,Vocal - Singer,Bali,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 496,Participant 496,Wanita,14/11/1982,85000000496,Vocal - Singer,Baturetno,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 2520,Participant 2520,Wanita,26/02/1998,85000002520,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,No,Yes,Yes,,,,
Participant 2521,Participant 2521,Wanita,14/11/1989,85000002521,Vocal - Singer,Yogyakarta,Yes,Yes,No,Yes,Yes,No,,,,
Participant 2522,Participant 2522,Wanita,07/04/1997,85000002522,Vocal - Singer,Yogyakarta,Yes,No,Yes,No,Yes,Yes,,,,
Participant 2532,Participant 2532,Pria,24/05/1989,85000002532,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 2535,Participant 2535,Pria,24/08/1992,85000002535,Vocal - Singer,Yogyakarta,Yes,Yes,No,No,Yes,Yes,,,,
Participant 2543,Participant 2543,Pria,30/03/1996,85000002543,Vocal - Singer,Yogyakarta,Yes,Yes,No,No,Yes,Yes,,,,
Participant 2547,Participant 2547,Pria,23/01/1995,85000002547,Vocal - Singer,Yogyakarta,Yes,No,Yes,No,Yes,No,,,,
Participant 2549,Participant 2549,Wanita,07/11/1994,85000002549,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,No,Yes,No,,,,
Participant 2551,Participant 2551,Pria,29/06/1988,85000002551,Vocal - Singer,Yogyakarta,No,Yes,No,No,No,No,,,,
participant 2553,participant 2553,Pria,05/01/1993,85000002553,Vocal - Singer,Yogyakarta,Yes,No,No,Yes,No,Yes,,,,
Participant 2555,Participant 2555,Pria,02/02/1993,85000002555,Vocal - Singer,Yogyakarta,No,Yes,Yes,No,No,Yes,,,,
Participant 511,Participant 511,Wanita,20/08/1984,85000000511,Vocal - Singer,Wonogiri,Yes,Yes,Yes,Yes,Yes,No,,,,
Participant 525,Participant 525,Wanita,07/01/1998,85000000525,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
PARTICIPANT 526,PARTICIPANT 526,Pria,03/09/1978,85000000526,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 528,Participant 528,Wanita,21/10/1976,85000000528,Vocal - Singer,Solo,No,Yes,Yes,Yes,Yes,No,,,,
Participant 530,Participant 530,Wanita,05/05/1999,85000000530,Vocal - Singer,Solo,Yes,Yes,Yes,No,No,No,,,,
Participant 537,Participant 537,Wanita,06/05/1979,85000000537,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 538,Participant 538,Wanita,18/05/2002,85000000538,Vocal - Singer,Solo,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 539,Participant 539,Wanita,22/02/1999,85000000539,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 541,Participant 541,Wanita,14/05/2003,85000000541,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
PARTICIPANT 542,PARTICIPANT 542,Wanita,20/12/2004,85000000542,Vocal - Singer,Solo,No,No,No,No,No,Yes,,,,
Participant 544,Participant 544,Wanita,02/07/1997,85000000544,Vocal - Singer,Solo,Yes,No,No,Yes,Yes,Yes,,,,
Participant 546,Participant 546,Pria,29/05/1997,85000000546,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 549,Participant 549,Wanita,28/04/1998,85000000549,Vocal - Singer,Bali,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 562,Participant 562,Wanita,29/03/1977,85000000562,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 566,Participant 566,Wanita,16/02/1971,85000000566,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,No,,,,
Participant 567,Participant 567,Wanita,17/04/2000,85000000567,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 570,Participant 570,Wanita,17/06/1989,85000000570,Vocal - Singer,Bali,Yes,Yes,Yes,No,No,No,,,,
Participant 572,Participant 572,Wanita,17/06/1991,85000000572,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,No,,,,
PARTICIPANT 576,PARTICIPANT 576,Wanita,13/02/1994,85000000576,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,No,,,,
Participant 578,Participant 578,Wanita,15/10/1984,85000000578,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 579,Participant 579,Wanita,13/07/1998,85000000579,Vocal - Singer,Tangerang,No,Yes,Yes,No,No,Yes,,,,
Participant 580,Participant 580,Wanita,05/05/2004,85000000580,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 588,Participant 588,Wanita,13/02/2001,85000000588,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 593,Participant 593,Wanita,05/07/1993,85000000593,Vocal - Singer,Bali,Yes,Yes,No,Yes,Yes,Yes,,,,
Participant 597,Participant 597,Pria,13/04/1998,85000000597,Vocal - Singer,Tangerang,Yes,Yes,No,No,No,Yes,,,,
Participant 598,Participant 598,Wanita,05/12/1981,85000000598,Vocal - Singer,Bali,Yes,Yes,Yes,No,No,Yes,,,,
Participant 599,Participant 599,Wanita,03/04/1978,85000000599,Vocal - Singer,Bali,Yes,Yes,No,Yes,Yes,No,,,,
Participant 606,Participant 606,Wanita,01/06/1993,85000000606,Vocal - Singer,Bali,No,No,Yes,Yes,Yes,Yes,,,,
Participant 610,Participant 610,Pria,30/10/1994,85000000610,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 611,Participant 611,Wanita,23/01/2000,85000000611,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,No,,,,
Participant 613,Participant 613,Pria,09/03/1999,85000000613,Vocal - Singer,Bali,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 615,Participant 615,Wanita,26/04/1995,85000000615,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 616,Participant 616,Wanita,16/11/1982,85000000616,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 618,Participant 618,Wanita,18/01/2003,85000000618,Vocal - Singer,Yogyakarta,Yes,No,Yes,Yes,Yes,Yes,,,,
Participant 620,Participant 620,Wanita,24/04/1983,85000000620,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
PARTICIPANT 630,PARTICIPANT 630,Wanita,24/10/1996,85000000630,Vocal - Singer,Yogyakarta,Yes,No,Yes,Yes,Yes,Yes,,,,
Participant 634,Participant 634,Wanita,14/10/1975,85000000634,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 640,Participant 640,Wanita,01/06/1999,85000000640,Vocal - Singer,Klaten,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 641,Participant 641,Wanita,15/08/1989,85000000641,Vocal - Singer,Bali,No,Yes,No,No,Yes,No,,,,
Participant 646,Participant 646,Pria,03/08/2004,85000000646,Vocal - Singer,Yogyakarta,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 647,Participant 647,Wanita,25/03/2003,85000000647,Vocal - Singer,Solo,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 649,Participant 649,Wanita,12/08/1998,85000000649,Vocal - Singer,Jakarta,Yes,Yes,Yes,No,Yes,Yes,,,,
Participant 654,Participant 654,Wanita,02/01/2000,85000000654,Vocal - Singer,Surabaya,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 657,Participant 657,Wanita,18/11/1997,85000000657,Vocal - Singer,Tangerang,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 659,Participant 659,Wanita,04/06/1997,85000000659,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 662,Participant 662,Wanita,12/11/1993,85000000662,Vocal - Singer,Jakarta,No,Yes,No,No,Yes,Yes,,,,
PARTICIPANT 666,PARTICIPANT 666,Pria,14/01/2001,85000000666,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 667,Participant 667,Wanita,25/09/2001,85000000667,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 670,Participant 670,Wanita,18/05/2002,85000000670,Vocal - Singer,Solo,Yes,Yes,No,Yes,No,Yes,,,,
Participant 671,Participant 671,Pria,27/06/1987,85000000671,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 676,Participant 676,Pria,13/02/1975,85000000676,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 682,Participant 682,Wanita,23/08/1977,85000000682,Vocal - Singer,Bali,Yes,Yes,No,Yes,Yes,Yes,,,,
Participant 685,Participant 685,Pria,15/01/1979,85000000685,Vocal - Singer,Wonosari,Yes,No,Yes,Yes,No,No,,,,
Participant 687,Participant 687,Wanita,27/09/2002,85000000687,Vocal - Singer,Wonosari,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 691,Participant 691,Wanita,19/05/1971,85000000691,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 695,Participant 695,Pria,15/09/1984,85000000695,Vocal - Singer,Bali,Yes,Yes,Yes,Yes,No,Yes,,,,
PARTICIPANT 703,PARTICIPANT 703,Wanita,01/05/1996,85000000703,Vocal - Singer,Yogyakarta,No,No,Yes,Yes,Yes,Yes,,,,
Participant 707,Participant 707,Wanita,13/07/1993,85000000707,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 711,Participant 711,Pria,12/08/1996,85000000711,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 713,Participant 713,Wanita,11/12/1999,85000000713,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 716,Participant 716,Pria,24/02/1992,85000000716,Vocal - Singer,Solo,Yes,No,Yes,Yes,Yes,Yes,,,,
Participant 722,Participant 722,Wanita,11/02/2000,85000000722,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,No,,,,
Participant 725,Participant 725,Wanita,26/10/1979,85000000725,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 727,Participant 727,Pria,03/04/1999,85000000727,Vocal - Singer,Bali,Yes,Yes,Yes,Yes,Yes,No,,,,
Participant 729,Participant 729,Wanita,31/03/1980,85000000729,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 731,Participant 731,Wanita,31/08/1999,85000000731,Vocal - Singer,Bali,Yes,Yes,Yes,No,Yes,Yes,,,,
Participant 733,Participant 733,Wanita,23/03/1981,85000000733,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,No,No,,,,
Participant 734,Participant 734,Wanita,24/12/1996,85000000734,Vocal - Singer,Jakarta,Yes,No,Yes,Yes,Yes,No,,,,
Participant 740,Participant 740,Wanita,09/12/1974,85000000740,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
PARTICIPANT 741,PARTICIPANT 741,Wanita,15/11/1976,85000000741,Vocal - Singer,Solo,Yes,Yes,Yes,No,Yes,No,,,,
Participant 743,Participant 743,Wanita,01/12/1971,85000000743,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 744,Participant 744,Pria,07/11/1997,85000000744,Vocal - Singer,Bali,No,No,Yes,Yes,Yes,Yes,,,,
Participant 755,Participant 755,Wanita,15/03/1993,85000000755,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,No,Yes,No,,,,
Participant 756,Participant 756,Wanita,01/12/2002,85000000756,Vocal - Singer,Bali,Yes,Yes,Yes,Yes,Yes,No,,,,
Participant 758,Participant 758,Pria,20/08/1984,85000000758,Vocal - Singer,Solo,No,Yes,Yes,No,Yes,Yes,,,,
Participant 761,Participant 761,Wanita,27/11/1986,85000000761,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
participant 762,participant 762,Wanita,15/02/1987,85000000762,Vocal - Singer,Bali,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 771,Participant 771,Pria,03/07/1991,85000000771,Vocal - Singer,Solo,Yes,Yes,Yes,No,Yes,Yes,,,,
Participant 774,Participant 774,Wanita,04/12/1980,85000000774,Vocal - Singer,Jakarta,Yes,No,Yes,Yes,Yes,Yes,,,,
Participant 779,Participant 779,Wanita,26/06/1998,85000000779,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
participant 788,participant 788,Pria,21/07/1999,85000000788,Vocal - Singer,Jakarta,Yes,Yes,No,No,No,Yes,,,,
Participant 795,Participant 795,Wanita,08/07/2002,85000000795,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 796,Participant 796,Wanita,11/09/2001,85000000796,Vocal - Singer,Bali,Yes,No,No,No,Yes,Yes,,,,
Participant 800,Participant 800,Wanita,23/04/1983,85000000800,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 806,Participant 806,Wanita,05/11/1978,85000000806,Vocal - Singer,Bali,Yes,No,Yes,Yes,Yes,Yes,,,,
Participant 807,Participant 807,Wanita,11/08/1988,85000000807,Vocal - Singer,Semarang,Yes,Yes,Yes,No,Yes,No,,,,
Participant 809,Participant 809,Wanita,25/09/1985,85000000809,Vocal - Singer,Wonosari,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 812,Participant 812,Wanita,11/11/2001,85000000812,Vocal - Singer,Bali,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 813,Participant 813,Wanita,01/01/1999,85000000813,Vocal - Singer,Bali,No,Yes,Yes,Yes,Yes,No,,,,
Participant 817,Participant 817,Wanita,02/01/1976,85000000817,Vocal - Singer,Jakarta,No,Yes,Yes,No,Yes,No,,,,
Participant 821,Participant 821,Wanita,21/01/1975,85000000821,Vocal - Singer,Wonosari,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 824,Participant 824,Wanita,23/09/1972,85000000824,Vocal - Singer,Pekalongan,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 827,Participant 827,Wanita,05/09/1985,85000000827,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 829,Participant 829,Wanita,23/07/1968,85000000829,Vocal - Singer,Bali,No,Yes,Yes,Yes,No,Yes,,,,
Participant 836,Participant 836,Pria,01/07/1986,85000000836,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 837,Participant 837,Wanita,09/02/1990,85000000837,Vocal - Singer,Salatiga,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 839,Participant 839,Wanita,01/07/1993,85000000839,Vocal - Singer,Solo ,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 841,Participant 841,Wanita,08/04/1986,85000000841,Vocal - Singer,Bali,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 844,Participant 844,,13/11/1996,85000000844,Vocal - Singer,Jakarta,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 845,Participant 845,Wanita,01/10/1999,85000000845,Vocal - Singer,Salatiga,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 846,Participant 846,Wanita,04/10/1996,85000000846,Vocal - Singer,Tangerang,Yes,Yes,Yes,Yes,Yes,Yes,,,,
participant 854,participant 854,Pria,28/12/1983,85000000854,Vocal - Singer,Yogyakarta,Yes,No,Yes,Yes,Yes,No,,,,
PARTICIPANT 855,PARTICIPANT 855,Wanita,27/02/1992,85000000855,Vocal - Singer,Solo,Yes,Yes,Yes,No,Yes,No,,,,
participant 856,participant 856,Pria,28/12/1983,85000000856,Vocal - Singer,Yogyakarta,Yes,Yes,No,Yes,Yes,Yes,,,,
Participant 857,Participant 857,Pria,13/05/2000,85000000857,Vocal - Singer,Bandung,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 858,Participant 858,Wanita,24/11/1958,85000000858,Vocal - Singer,Ngawi,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 865,Participant 865,Wanita,29/05/2003,85000000865,Vocal - Singer,Solo,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Participant 2443,Participant 2443,Pria,29/03/1993,85000002443,Vocal - Singer,Yogyakarta,Yes,No,Yes,Yes,Yes,No,,,,
Participant 2525,Participant 2525,Wanita,23/02/1996,85000002525,Vocal - Singer,Yogyakarta,Yes,Yes,Yes,Yes,No,Yes,,,,
Participant 334,Participant 334,Wanita,20/08/1978,85000000334,Vocal - Singer,Samarinda,Yes,Yes,Yes,Yes,Yes,Yes,,,,
participant 554,participant 554,Wanita,27/08/1996,85000000554,Vocal - Singer,Solo,Yes,Yes,Yes,No,No,No,,,,
PARTICIPANT 665,PARTICIPANT 665,Wanita,07/05/1960,85000000665,Vocal - Singer,Solo,No,Yes,Yes,Yes,Yes,Yes,,,,
Participant 675,Participant 675,Wanita,27/09/1973,85000000675,Vocal - Singer,Wonosari,Yes,Yes,No,No,Yes,Yes,,,,
Participant 68,Participant 68,Wanita,01/09/1982,85000000068,Vocal - Singer,Madiun,Yes,No,Yes,Yes,Yes,Yes,,,,
Participant 720,Participant 720,Pria,14/05/1996,85000000720,Vocal - Singer,Solo,Yes,No,No,No,Yes,Yes,,,,
Participant 86,Participant 86,Wanita,13/11/1997,85000000086,Vocal - Singer,Jakarta,Yes,Yes,Yes,No,No,Yes,,,,
