FULL NAME,NICKNAME,GENDER,DATE OF BIRTH,PHONE NUMBER,PROGRAM SELECTED,BRANCH,ADMISSION STATUS,KETERANGAN PENGUJI 1,KETERANGAN PENGUJI 2,KETERANGAN PENGUJI 3,FINAL GRACE,GRADUATION STATUS,,
Participant 740,Participant 740,Wanita,09/12/1974,85000000740,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
PARTICIPANT 741,PARTICIPANT 741,Wanita,15/11/1976,85000000741,Vocal - Singer,Solo,No,Bad,,,,,,
Participant 743,Participant 743,Wanita,01/12/1971,85000000743,Vocal - Singer,Jakarta,Yes,Good,,,C,PASSED,,
Participant 744,Participant 744,Pria,07/11/1997,85000000744,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
Participant 755,Participant 755,Wanita,15/03/1993,85000000755,Vocal - Singer,Yogyakarta,No,Good,,,,,,
Participant 756,Participant 756,Wanita,01/12/2002,85000000756,Vocal - Singer,Bali,No,Good,,,,,,
Participant 758,Participant 758,Pria,20/08/1984,85000000758,Vocal - Singer,Solo,Yes,Standard,,,B,PASSED,,
Participant 761,Participant 761,Wanita,27/11/1986,85000000761,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
participant 762,participant 762,Wanita,15/02/1987,85000000762,Vocal - Singer,Bali,Yes,Good,,,A,PASSED,,
Participant 771,Participant 771,Pria,03/07/1991,85000000771,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 774,Participant 774,Wanita,04/12/1980,85000000774,Vocal - Singer,Jakarta,Yes,Standard,,,A,PASSED,,
Participant 779,Participant 779,Wanita,26/06/1998,85000000779,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
participant 788,participant 788,Pria,21/07/1999,85000000788,Vocal - Singer,Jakarta,Yes,Bad,,,B,PASSED,,
Participant 795,Participant 795,Wanita,08/07/2002,85000000795,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 796,Participant 796,Wanita,11/09/2001,85000000796,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
Participant 800,Participant 800,Wanita,23/04/1983,85000000800,Vocal - Singer,Yogyakarta,Yes,Good,,,A,PASSED,,
Participant 806,Participant 806,Wanita,05/11/1978,85000000806,Vocal - Singer,Bali,Yes,Good,,,A,PASSED,,
Participant 807,Participant 807,Wanita,11/08/1988,85000000807,Vocal - Singer,Semarang,No,Good,,,,,,
Participant 809,Participant 809,Wanita,25/09/1985,85000000809,Vocal - Singer,Wonosari,Yes,Standard,,,A,PASSED,,
Participant 812,Participant 812,Wanita,11/11/2001,85000000812,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
Participant 813,Participant 813,Wanita,01/01/1999,85000000813,Vocal - Singer,Bali,No,Good,,,,,,
Participant 817,Participant 817,Wanita,02/01/1976,85000000817,Vocal - Singer,Jakarta,No,Standard,,,,,,
Participant 821,Participant 821,Wanita,21/01/1975,85000000821,Vocal - Singer,Wonosari,Yes,Good,,,B,PASSED,,
Participant 824,Participant 824,Wanita,23/09/1972,85000000824,Vocal - Singer,Pekalongan,Yes,Good,,,A,PASSED,,
Participant 827,Participant 827,Wanita,05/09/1985,85000000827,Vocal - Singer,Jakarta,Yes,Standard,,,B,PASSED,,
Participant 829,Participant 829,Wanita,23/07/1968,85000000829,Vocal - Singer,Bali,Yes,Good,,,C,PASSED,,
Participant 836,Participant 836,Pria,01/07/1986,85000000836,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
Participant 837,Participant 837,Wanita,09/02/1990,85000000837,Vocal - Singer,Salatiga,Yes,Standard,,,B,PASSED,,
Participant 839,Participant 839,Wanita,01/07/1993,85000000839,Vocal - Singer,Solo ,Yes,Good,,,C,PASSED,,
Participant 841,Participant 841,Wanita,08/04/1986,85000000841,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
Participant 844,Participant 844,,13/11/1996,85000000844,Vocal - Singer,Jakarta,Yes,Standard,,,B,PASSED,,
Participant 845,Participant 845,Wanita,01/10/1999,85000000845,Vocal - Singer,Salatiga,Yes,Good,,,B,PASSED,,
Participant 846,Participant 846,Wanita,04/10/1996,85000000846,Vocal - Singer,Tangerang,Yes,Good,,,A,PASSED,,
participant 854,participant 854,Pria,28/12/1983,85000000854,Vocal - Singer,Yogyakarta,No,Standard,,,,,,
PARTICIPANT 855,PARTICIPANT 855,Wanita,27/02/1992,85000000855,Vocal - Singer,Solo,No,Good,,,,,,
participant 856,participant 856,Pria,28/12/1983,85000000856,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 857,Participant 857,Pria,13/05/2000,85000000857,Vocal - Singer,Bandung,Yes,Good,,,C,PASSED,,
Participant 858,Participant 858,Wanita,24/11/1958,85000000858,Vocal - Singer,Ngawi,Yes,Standard,,,B,PASSED,,
Participant 865,Participant 865,Wanita,29/05/2003,85000000865,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 2443,Participant 2443,Pria,29/03/1993,85000002443,Vocal - Singer,Yogyakarta,No,Bad,,,,,,
Participant 2525,Participant 2525,Wanita,23/02/1996,85000002525,Vocal - Singer,Yogyakarta,Yes,Good,,,A,PASSED,,
Participant 334,Participant 334,Wanita,20/08/1978,85000000334,Vocal - Singer,Samarinda,Yes,Good,,,A,PASSED,,
participant 554,participant 554,Wanita,27/08/1996,85000000554,Vocal - Singer,Solo,No,Good,,,,,,
PARTICIPANT 665,PARTICIPANT 665,Wanita,07/05/1960,85000000665,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 675,Participant 675,Wanita,27/09/1973,85000000675,Vocal - Singer,Wonosari,Yes,Good,,,B,PASSED,,
Participant 68,Participant 68,Wanita,01/09/1982,85000000068,Vocal - Singer,Madiun,Yes,Good,,,A,PASSED,,
Participant 720,Participant 720,Pria,14/05/1996,85000000720,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 86,Participant 86,Wanita,13/11/1997,85000000086,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
