FULL NAME,NICKNAME,GENDER,DATE OF BIRTH,PHONE NUMBER,PROGRAM SELECTED,BRANCH,CHECKLIST A,CHECKLIST B,CHECKLIST C,CHECKLIST D,CHECKLIST E,YEAR,ADMISSION STATUS,,,
Participant 2284,Participant 2284,Wanita,07/02/2000,85000002284,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2287,Participant 2287,Pria,07/03/1996,85000002287,Arts - Movement,Jakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2288,Participant 2288,Pria,06/04/2005,85000002288,Vocal - Choir,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2289,Participant 2289,Pria,15/12/2000,85000002289,Music - Bass,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2290,Participant 2290,Wanita,01/01/1981,85000002290,Vocal - Lead,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2291,Participant 2291,Wanita,28/10/2002,85000002291,Vocal - Singer,Solo (Open Class),Completed,Completed,Not Completed,Not Completed,Completed,2019,Yes,,,
Participant 2292,Participant 2292,Wanita,29/08/1986,85000002292,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2294,Participant 2294,Wanita,19/10/2006,85000002294,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2295,Participant 2295,Wanita,29/05/1994,85000002295,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Not Completed,Not Completed,2019,Yes,,,
Participant 2297,Participant 2297,Wanita,27/12/1989,85000002297,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2298,Participant 2298,Pria,30/01/1989,85000002298,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2301,Participant 2301,Pria,13/05/2006,85000002301,Music - Keyboard,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
PARTICIPANT 2302,PARTICIPANT 2302,Pria,18/10/2007,85000002302,Music - Drum,Purwokerto,Not Completed,Not Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2303,Participant 2303,Pria,31/01/1999,85000002303,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2304,Participant 2304,Wanita,21/03/2000,85000002304,Arts - Percussion,Solo (Open Class),Not Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2305,Participant 2305,Wanita,01/12/2003,85000002305,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2306,Participant 2306,Wanita,30/11/2003,85000002306,Music - Keyboard,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2307,Participant 2307,Pria,25/09/2002,85000002307,Vocal - Singer,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2308,Participant 2308,Wanita,16/10/2003,85000002308,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 2309,PARTICIPANT 2309,Wanita,28/10/1992,85000002309,Visual - Makeup,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2310,Participant 2310,Pria,02/05/1984,85000002310,Music - Keyboard,Solo (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 2311,PARTICIPANT 2311,Wanita,21/03/1987,85000002311,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2312,Participant 2312,Pria,14/03/1993,85000002312,Music - Drum,Purwokerto,Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2313,Participant 2313,Wanita,02/10/1968,85000002313,Vocal - Lead,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2314,Participant 2314,Pria,02/05/1991,85000002314,Music - Guitar,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2315,Participant 2315,Pria,09/11/2002,85000002315,Music - Guitar,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2316,Participant 2316,Pria,16/07/2003,85000002316,Music - Guitar,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2318,Participant 2318,Wanita,28/06/1996,85000002318,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2320,Participant 2320,Wanita,04/05/1968,85000002320,Vocal - Choir,Jakarta (Open Class),Completed,Not Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 2321,Participant 2321,Wanita,25/02/1977,85000002321,Vocal - Singer,Purwokerto,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2322,Participant 2322,Pria,30/07/2001,85000002322,Music - Guitar,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2323,Participant 2323,Pria,08/11/2000,85000002323,Music - Guitar,Solo (Open Class),Completed,Not Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2324,Participant 2324,Wanita,14/08/2001,85000002324,Arts - Percussion,Jakarta (Open Class),Completed,Not Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2325,Participant 2325,Pria,,85000002325,Music - Keyboard,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2326,Participant 2326,Pria,,85000002326,Vocal - Singer,Yogyakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2330,Participant 2330,Pria,,85000002330,Music - Guitar,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2331,Participant 2331,Pria,,85000002331,Music - Keyboard,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2334,Participant 2334,Pria,05/05/2005,85000002334,Audio - Engineer,Yogyakarta (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2336,Participant 2336,Pria,,85000002336,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2335,Participant 2335,Wanita,06/06/1999,85000002335,Vocal - Singer,Bali,Completed,Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 863,Participant 863,Wanita,12/10/1994,85000000863,Music - Keyboard,Bandung,Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
PARTICIPANT 2338,PARTICIPANT 2338,Wanita,31/01/2003,85000002338,Arts - Flag,Magelang,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2339,Participant 2339,Pria,07/06/2003,85000002339,Music - Keyboard,Jakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2340,Participant 2340,Pria,29/04/1994,85000002340,Vocal - Choir,Solo (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2341,Participant 2341,Wanita,24/10/2003,85000002341,Music - Keyboard,Purwokerto,Not Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2342,Participant 2342,Wanita,21/11/1992,85000002342,Arts - Movement,Tangerang,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2344,Participant 2344,Wanita,03/06/2005,85000002344,Arts - Percussion,Purwokerto,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2346,Participant 2346,Wanita,13/02/2002,85000002346,Vocal - Singer,Jakarta (Open Class),Completed,Not Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2347,Participant 2347,Pria,08/03/2000,85000002347,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2348,Participant 2348,Pria,07/02/2006,85000002348,Music - Keyboard,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
participant 2349,participant 2349,Wanita,06/08/2002,85000002349,Vocal - Singer,Solo  (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2350,Participant 2350,Wanita,19/08/2002,85000002350,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 87,Participant 87,Wanita,29/09/2005,85000000087,Vocal - Singer,Solo,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
PARTICIPANT 2351,PARTICIPANT 2351,Pria,10/10/1987,85000002351,Vocal - Lead,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2352,Participant 2352,Pria,31/01/1999,85000002352,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2353,Participant 2353,Wanita,02/09/1991,85000002353,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 2354,PARTICIPANT 2354,Pria,10/10/1999,85000002354,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2355,Participant 2355,Wanita,18/12/1997,85000002355,Arts - Movement,Jakarta (Open Class),Completed,Completed,Not Completed,Not Completed,Not Completed,2019,No,,,
PARTICIPANT 2356,PARTICIPANT 2356,Pria,02/11/2004,85000002356,Vocal - Singer,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2357,Participant 2357,Wanita,15/10/1997,85000002357,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2359,Participant 2359,Wanita,31/08/2000,85000002359,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 2360,Participant 2360,Wanita,07/10/1991,85000002360,Visual - Makeup,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2361,Participant 2361,Pria,18/11/2006,85000002361,Music - Bass,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2362,Participant 2362,Pria,12/05/1997,85000002362,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Not Completed,Completed,Not Completed,2019,Yes,,,
Participant 3070,Participant 3070,Pria,26/09/1999,85000003070,Music - Keyboard,Yogyakarta,Completed,Completed,Not Completed,Completed,Not Completed,2019,No,,,
Participant 3039,Participant 3039,Wanita,11/02/2002,85000003039,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 3097,Participant 3097,Wanita,23/11/1993,85000003097,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3060,Participant 3060,Pria,01/01/2001,85000003060,Music - Drum,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 3103,Participant 3103,Wanita,15/06/1993,85000003103,Vocal - Choir,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3081,Participant 3081,Wanita,20/10/1999,85000003081,Vocal - Choir,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3093,Participant 3093,Wanita,16/06/1997,85000003093,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3072,Participant 3072,Wanita,01/06/1996,85000003072,Music - Keyboard,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3050,Participant 3050,Wanita,13/07/2001,85000003050,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 3051,Participant 3051,Wanita,15/07/2001,85000003051,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3092,Participant 3092,Wanita,19/03/1999,85000003092,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 3078,Participant 3078,Wanita,08/12/1983,85000003078,Vocal - Lead,Yogyakarta,Not Completed,Completed,Not Completed,Completed,Not Completed,2019,Yes,,,
Participant 3037,Participant 3037,Wanita,09/04/2004,85000003037,Arts - Percussion,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 2363,PARTICIPANT 2363,Pria,10/10/1987,85000002363,Vocal - Singer,Jakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2364,Participant 2364,Wanita,02/09/1991,85000002364,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3089,Participant 3089,Wanita,24/07/2000,85000003089,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 3100,Participant 3100,Wanita,17/07/1997,85000003100,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 3052,Participant 3052,Wanita,23/09/1999,85000003052,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3104,Participant 3104,Pria,27/07/1998,85000003104,Vocal - Choir,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3096,Participant 3096,Wanita,20/10/1999,85000003096,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3085,Participant 3085,Wanita,08/09/1997,85000003085,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Not Completed,Not Completed,2019,Yes,,,
Participant 3076,Participant 3076,Wanita,23/11/1984,85000003076,Vocal - Lead,Yogyakarta,Completed,Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 3080,Participant 3080,Wanita,21/10/1976,85000003080,Vocal - Lead,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 3074,Participant 3074,Wanita,02/09/1992,85000003074,Vocal - Lead,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3061,Participant 3061,Pria,06/01/2001,85000003061,Music - Drum,Yogyakarta,Not Completed,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 3027,Participant 3027,Wanita,10/03/1990,85000003027,Arts - Flag,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3067,Participant 3067,Pria,24/02/1990,85000003067,Music - Guitar,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3079,Participant 3079,Pria,03/05/2000,85000003079,Vocal - Lead,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 3101,PARTICIPANT 3101,Wanita,01/10/2000,85000003101,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3049,Participant 3049,Wanita,20/01/1992,85000003049,Arts - Percussion,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 3045,Participant 3045,Wanita,26/01/1999,85000003045,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3084,Participant 3084,Wanita,24/02/2001,85000003084,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 3082,Participant 3082,Wanita,14/03/2000,85000003082,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3032,Participant 3032,Wanita,03/04/1996,85000003032,Arts - Percussion,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3054,Participant 3054,Wanita,12/02/2001,85000003054,Arts - Flag,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3091,Participant 3091,Pria,02/02/1999,85000003091,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3073,Participant 3073,Pria,16/11/1997,85000003073,Audio - Engineer,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3068,Participant 3068,Pria,25/08/1996,85000003068,Music - Guitar,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 3088,Participant 3088,Wanita,24/01/1968,85000003088,Vocal - Choir,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
PARTICIPANT 3055,PARTICIPANT 3055,Wanita,05/12/1980,85000003055,Visual - Makeup,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3090,Participant 3090,Pria,23/10/1985,85000003090,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 3087,PARTICIPANT 3087,Wanita,02/07/1999,85000003087,Vocal - Choir,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3083,Participant 3083,Wanita,04/11/2000,85000003083,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 3029,Participant 3029,Wanita,04/02/2001,85000003029,Arts - Movement,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3030,Participant 3030,Wanita,04/12/2001,85000003030,Arts - Percussion,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 3056,Participant 3056,Pria,05/03/1999,85000003056,Music - Bass,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 3034,Participant 3034,Wanita,20/06/2001,85000003034,Arts - Percussion,Yogyakarta,Not Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 3062,Participant 3062,Pria,10/11/2001,85000003062,Music - Drum,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 3065,Participant 3065,Wanita,17/08/2000,85000003065,Music - Guitar,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3066,Participant 3066,Pria,16/11/2001,85000003066,Music - Guitar,Yogyakarta,Completed,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 3048,Participant 3048,Wanita,21/09/1998,85000003048,Arts - Percussion,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
participant 3057,participant 3057,Pria,28/05/2002,85000003057,Music - Bass,Yogyakarta,Not Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 3063,Participant 3063,Pria,20/09/1997,85000003063,Music - Drum,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3075,Participant 3075,Wanita,27/11/1984,85000003075,Vocal - Lead,Yogyakarta,Completed,Not Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 893,Participant 893,Pria,26/04/1999,85000000893,Vocal - Singer,Solo  (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3077,Participant 3077,Wanita,01/06/1978,85000003077,Vocal - Lead,Yogyakarta,Completed,Not Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 3064,Participant 3064,Pria,23/12/2001,85000003064,Music - Guitar,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 903,Participant 903,Wanita,23/05/1997,85000000903,Vocal - Singer,Solo (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3053,Participant 3053,Wanita,04/12/2000,85000003053,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3028,Participant 3028,Wanita,09/08/2006,85000003028,Arts - Movement,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 3059,Participant 3059,Pria,08/02/2001,85000003059,Music - Drum,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3046,Participant 3046,Wanita,02/11/1998,85000003046,Arts - Percussion,Yogyakarta,Completed,Not Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 3071,Participant 3071,Pria,21/01/1998,85000003071,Music - Keyboard,Yogyakarta,Completed,Completed,Not Completed,Not Completed,Completed,2019,Yes,,,
Participant 3099,Participant 3099,Wanita,13/06/1997,85000003099,Vocal - Choir,Yogyakarta,Not Completed,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 2365,Participant 2365,Wanita,04/12/2003,85000002365,Music - Bass,Yogyakarta (Open Class),Not Completed,Not Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 3086,Participant 3086,Wanita,11/03/1998,85000003086,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3095,Participant 3095,Wanita,05/03/1996,85000003095,Vocal - Choir,Yogyakarta,Completed,Not Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2366,Participant 2366,Pria,15/11/1980,85000002366,Music - Bass,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2368,Participant 2368,Wanita,07/05/2006,85000002368,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3041,Participant 3041,Wanita,04/03/2001,85000003041,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 3044,Participant 3044,Wanita,02/12/2003,85000003044,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3033,Participant 3033,Wanita,29/10/1999,85000003033,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 3038,Participant 3038,Wanita,21/04/2004,85000003038,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 3042,Participant 3042,Wanita,29/11/1998,85000003042,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2369,Participant 2369,Wanita,05/08/1996,85000002369,Vocal - Lead,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3035,Participant 3035,Wanita,10/03/1998,85000003035,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2370,Participant 2370,Pria,06/11/2000,85000002370,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3098,Participant 3098,Wanita,23/11/1997,85000003098,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2371,Participant 2371,Pria,22/03/1998,85000002371,Vocal - Choir,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2372,Participant 2372,Pria,21/12/2000,85000002372,Music - Keyboard,Yogyakarta (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2373,Participant 2373,Pria,18/12/1995,85000002373,Music - Drum,Yogyakarta (Open Class),Completed,Not Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 3069,Participant 3069,Pria,15/01/2005,85000003069,Music - Keyboard,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3031,Participant 3031,Wanita,07/09/2000,85000003031,Arts - Percussion,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2374,Participant 2374,Pria,13/08/2004,85000002374,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3058,Participant 3058,Pria,12/07/1999,85000003058,Music - Saxophone,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3043,Participant 3043,Wanita,19/04/1995,85000003043,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2375,Participant 2375,Wanita,05/08/2001,85000002375,Vocal - Singer,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2376,Participant 2376,Pria,08/03/2000,85000002376,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Not Completed,Not Completed,Not Completed,2019,No,,,
Participant 3102,Participant 3102,Wanita,25/10/1991,85000003102,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3036,Participant 3036,Wanita,13/01/1999,85000003036,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3040,Participant 3040,Wanita,13/09/2000,85000003040,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3094,Participant 3094,Wanita,10/01/1995,85000003094,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2378,Participant 2378,Wanita,21/10/2002,85000002378,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2380,Participant 2380,Wanita,07/09/2002,85000002380,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3047,Participant 3047,Wanita,24/04/1995,85000003047,Arts - Percussion,Yogyakarta,Completed,Not Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2382,Participant 2382,Wanita,07/01/1999,85000002382,Visual - Makeup,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2383,Participant 2383,Pria,04/02/2006,85000002383,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2384,Participant 2384,Wanita,09/03/2007,85000002384,Arts - Movement,Jakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2385,Participant 2385,Pria,28/06/2005,85000002385,Music - Guitar,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2386,Participant 2386,Pria,07/01/1967,85000002386,Music - Drum,Jakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2387,Participant 2387,Wanita,12/09/2000,85000002387,Vocal - Singer,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
participant 2388,participant 2388,Wanita,09/09/2006,85000002388,Vocal - Singer,Solo (Open Class),Yes,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2389,Participant 2389,Pria,23/02/1990,85000002389,Music - Guitar,Solo (Open Class),Yes,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2390,Participant 2390,Pria,06/02/1982,85000002390,Vocal - Singer,Solo (Open Class),Yes,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3105,Participant 3105,Wanita,03/11/1999,85000003105,Music - Keyboard,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2391,Participant 2391,Wanita,19/08/2005,85000002391,Arts - Percussion,Yogyakarta (Open Class),No,Completed,Completed,Completed,Not Completed,2019,No,,,
PARTICIPANT 3106,PARTICIPANT 3106,Wanita,10/05/2001,85000003106,Vocal - Lead,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
PARTICIPANT 960,PARTICIPANT 960,Pria,11/05/2002,85000000960,Vocal - Singer,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2393,Participant 2393,Wanita,21/12/2005,85000002393,Vocal - Singer,Solo (Open Class),No,Not Completed,Not Completed,Completed,Completed,2019,No,,,
